MX2,MX1,2792MX,4,HERBALIFE NUMERO 1 BARRA EXPRESS SABOR COOKIES & CREAM,3710053545,5710032383,44,284736384,16-oct-19,17-oct-19,36,36,LK29444A04,13-feb-20,Active,JB Hunt,,MX1
MX2,MX3,3146MX,6,HERBALIFE NITEWORKS SABOR NARANJA-MANGO,3710053590,5710032392,62,284657681,16-oct-19,19-oct-19,48,48,D99617H06,24-jul-21,Active,,,MX3
MX2,MX3,4008MX,5,HERBALIFE NUMERO 1 - CHOCO MIX SABOR MOKACCINO,3710053590,5710032392,37,284657681,16-oct-19,19-oct-19,156,156,999555C05,04-jun-21,Active,,,MX3
MX2,MX3,8504MX,1,I LOVE HERBALIFE BUTTON - EA - MX,3710053593,5710032399,25,284763321,16-oct-19,19-oct-19,120,,,,,,,MX3
MX2,MX3,600017,26,PRICELIST,3710053593,5710032399,1,284763321,16-oct-19,19-oct-19,660,,,,,,,MX3
MX2,MX3,4002MX,5,HERBALIFE NUMERO 1 SABOR FRESA,3710053593,5710032399,15,284763321,16-oct-19,19-oct-19,216,216,999537A05,17-may-21,Active,,,MX3
MX2,MX3,0772MX,3,HERBALIFE SKIN EXFOLIANTE CON ARANDANOS PARA EL CUTIS,3710053593,5710032399,56,284763321,16-oct-19,19-oct-19,36,36,579491C03,31-mar-21,Active,,,MX3
MX2,MX3,602764,0,PIN ANIVERSARIO 5 ANO,3710053593,5710032399,92,284763321,16-oct-19,19-oct-19,5,,,,,,,MX3
MX2,MX3,299A,0,HLN TABLET BOX-SMALL-7 CMP (SET OF 10),3710053595,5710032403,65,284657688,16-oct-19,19-oct-19,15,,,,,,,MX3
MX2,MX1,1019MX,20,HERBAL ALOE CONCENTRADO,3710053487,5710032334,3,284136696,11-oct-19,12-oct-19,972,972,999590D20,09-jul-21,Active,JB Hunt,,MX1
MX2,MX1,0565MX,5,XTRA-CAL ADVANCED,3710053501,5710032345,35,284136708,11-oct-19,12-oct-19,28,28,B79512A05,01-APR-21,Active,JB Hunt,,MX1
MX2,MX1,603480,0,PIN ASP SIN PIEDRAS,3710053501,5710032345,70,284136708,11-oct-19,12-oct-19,1,,,,,JB Hunt,,MX1
MX2,MX1,0831MX,3,HERBALIFE COLAGENO,3710053501,5710032345,53,284136708,11-oct-19,12-oct-19,60,60,D99624B03,06-AUG-21,Active,JB Hunt,,MX1
MX2,MX1,1412MX,5,HERBALIFE 24 HERBALIFE NUMERO 1 SPORT SABOR VAINILLA,3710053499,5710032344,13,284136706,11-oct-19,12-oct-19,6,6,999445A05,11-feb-21,Active,JB Hunt,,MX1
